rundate,this_period,last_period,group_name,airport_1_name,airport_2_name,total_pax_this_period,total_pax_scheduled_this_period,total_pax_charter_this_period,total_pax_last_period,total_pax_scheduled_last_period,total_pax_charter_last_period,total_pax_percent
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,GATWICK,53396,53396,0,55154,55154,0,-3.18744
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,HEATHROW,77812,77812,0,79806,79806,0,-2.49856
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,INVERNESS,33,0,33,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,ISLAY,2711,2711,0,2684,2684,0,1.00596
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,ISLE OF MAN,787,787,0,830,830,0,-5.18072
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,JERSEY,3713,3713,0,3639,3639,0,2.03353
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,KIRKWALL,1654,1654,0,1599,1599,0,3.43965
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,LEEDS BRADFORD,1062,1062,0,579,579,0,83.41969
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,LONDON CITY,21996,21996,0,21737,21737,0,1.19152
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,LUTON,18712,18712,0,19980,19980,0,-6.34635
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,MANCHESTER,3532,3352,180,3930,3930,0,-10.12723
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,SOUTHAMPTON,16505,16505,0,13918,13918,0,18.58744
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,STANSTED,58147,58147,0,51507,51507,0,12.89145
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,STORNOWAY,6258,6258,0,5889,5889,0,6.26592
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,SUMBURGH,2945,2945,0,2852,2852,0,3.26087
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLASGOW,TIREE,710,710,0,790,790,0,-10.12658
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLOUCESTERSHIRE,ISLE OF MAN,989,989,0,895,895,0,10.50279
23/12/2016 09:40,201610,201510,Other Reporting Airports,GLOUCESTERSHIRE,JERSEY,30,30,0,16,16,0,87.5
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,ALDERNEY,2994,2994,0,3023,3023,0,-0.95931
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,BIRMINGHAM,2420,2420,0,2334,2334,0,3.68466
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,BRISTOL,2133,2133,0,1980,1980,0,7.72727
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,EAST MIDLANDS INTERNATIONAL,2424,2424,0,2639,2639,0,-8.14703
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,EXETER,2480,2480,0,2067,2067,0,19.98065
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,GATWICK,27475,27475,0,29353,29353,0,-6.39798
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,JERSEY,8897,8897,0,11455,11455,0,-22.33086
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,LEEDS BRADFORD,926,926,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,LONDON CITY,2235,2235,0,1947,1947,0,14.79199
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,MANCHESTER,5848,5848,0,5668,5668,0,3.17572
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,SOUTHAMPTON,11349,11349,0,12609,12609,0,-9.99286
23/12/2016 09:40,201610,201510,Other Reporting Airports,GUERNSEY,STANSTED,2459,2459,0,2166,2166,0,13.52724
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,ABERDEEN,55318,55318,0,60346,60346,0,-8.33195
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,BELFAST CITY (GEORGE BEST),61041,61041,0,61996,61886,110,-1.54042
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,EDINBURGH,90962,90962,0,103501,103501,0,-12.11486
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,GLASGOW,77865,77865,0,79930,79930,0,-2.58351
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,INVERNESS,7773,7773,0,0,0,0,0
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,LEEDS BRADFORD,14799,14799,0,13769,13769,0,7.48057
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,MANCHESTER,58123,58123,0,60625,60625,0,-4.12701
23/12/2016 09:40,201610,201510,London Area Airports,HEATHROW,NEWCASTLE,44385,44385,0,47053,47053,0,-5.6702
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,ABERDEEN,1763,1763,0,2649,2649,0,-33.44658
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,BOURNEMOUTH,69,35,34,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,BRISTOL,28,28,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,DURHAM TEES VALLEY,44,44,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,EAST MIDLANDS INTERNATIONAL,0,0,0,24,24,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,LOSSIEMOUTH,2,2,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,LUTON,46,0,46,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,MARHAM(KINGS LYNN),36,36,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,NORWICH,0,0,0,48,0,48,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,HUMBERSIDE,WARTON,39,39,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,BELFAST CITY (GEORGE BEST),2763,2763,0,2607,2607,0,5.98389
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,BIRMINGHAM,3705,3705,0,3856,3856,0,-3.91598
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,BRISTOL,9280,9280,0,6735,6735,0,37.78768
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,GATWICK,21127,21127,0,18791,18791,0,12.43148
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,HEATHROW,7730,7730,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,KIRKWALL,1846,1846,0,1872,1872,0,-1.38889
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,LUTON,14188,14188,0,8833,8833,0,60.62493
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,MANCHESTER,6394,6394,0,6225,6225,0,2.71486
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,STORNOWAY,2829,2829,0,2561,2561,0,10.46466
23/12/2016 09:40,201610,201510,Other Reporting Airports,INVERNESS,SUMBURGH,366,366,0,359,359,0,1.94986
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLAY,GLASGOW,2686,2686,0,2676,2676,0,0.37369
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,BELFAST CITY (GEORGE BEST),2141,2141,0,1958,1958,0,9.34627
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,BIRMINGHAM,3526,3526,0,3274,3274,0,7.69701
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,BLACKPOOL,1337,1337,0,938,938,0,42.53731
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,BRISTOL,2289,2289,0,2453,2453,0,-6.68569
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,GATWICK,14431,14431,0,13516,13516,0,6.76975
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,GLASGOW,784,784,0,855,855,0,-8.30409
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,GLOUCESTERSHIRE,988,988,0,901,901,0,9.65594
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,LIVERPOOL (JOHN LENNON),17045,17045,0,17274,17274,0,-1.32569
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,LONDON CITY,6030,6030,0,5023,5023,0,20.04778
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,MANCHESTER,14316,14316,0,12816,12816,0,11.70412
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,NEWCASTLE,376,376,0,367,367,0,2.45232
23/12/2016 09:40,201610,201510,Other Reporting Airports,ISLE OF MAN,STANSTED,0,0,0,4558,4558,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,BELFAST INTERNATIONAL,2245,2245,0,1022,1022,0,119.66732
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,BIRMINGHAM,7116,7116,0,5868,5868,0,21.26789
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,BOURNEMOUTH,0,0,0,2374,2374,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,BRISTOL,2661,2661,0,3006,3006,0,-11.47705
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,CARDIFF WALES,1488,1488,0,771,771,0,92.99611
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,DONCASTER SHEFFIELD,3617,3617,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,EAST MIDLANDS INTERNATIONAL,2700,2700,0,2690,2690,0,0.37175
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,EXETER,4342,4342,0,4073,4073,0,6.60447
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,GATWICK,59797,59797,0,59567,59567,0,0.38612
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,GLASGOW,3677,3677,0,3592,3592,0,2.36637
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,GLOUCESTERSHIRE,32,32,0,18,18,0,77.77778
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,GUERNSEY,8045,8045,0,10964,10964,0,-26.6235
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,LEEDS BRADFORD,0,0,0,4525,4525,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,LIVERPOOL (JOHN LENNON),10602,10602,0,11946,11946,0,-11.25063
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,LONDON CITY,2760,2760,0,3918,3918,0,-29.5559
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,LUTON,4285,4285,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,MANCHESTER,5133,5133,0,3435,3435,0,49.43231
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,NEWCASTLE,2509,2509,0,1949,1949,0,28.73268
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,SOUTHAMPTON,13524,13524,0,10573,10573,0,27.91072
23/12/2016 09:40,201610,201510,Other Reporting Airports,JERSEY,SOUTHEND,2441,2441,0,2441,2441,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,ABERDEEN,4024,4024,0,3685,3685,0,9.19946
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,EDAY,44,44,0,33,33,0,33.33333
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,EDINBURGH,4397,4397,0,4055,4055,0,8.43403
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,GLASGOW,1646,1646,0,1605,1605,0,2.55452
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,INVERNESS,905,905,0,857,857,0,5.60093
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,NORTH RONALDSAY,519,519,0,488,488,0,6.35246
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,PAPA WESTRAY,460,460,0,405,405,0,13.58025
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,SANDAY,271,271,0,289,289,0,-6.22837
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,STRONSAY,239,239,0,269,269,0,-11.15242
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,SUMBURGH,711,711,0,657,657,0,8.21918
23/12/2016 09:40,201610,201510,Other Reporting Airports,KIRKWALL,WESTRAY,253,253,0,277,277,0,-8.66426
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,ABERDEEN,923,923,0,1540,1540,0,-40.06494
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,BELFAST CITY (GEORGE BEST),13396,13396,0,12855,12855,0,4.20848
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,EAST MIDLANDS INTERNATIONAL,181,181,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,GATWICK,0,0,0,75,0,75,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,GLASGOW,1062,1062,0,553,553,0,92.0434
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,GUERNSEY,908,908,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,HEATHROW,14724,14724,0,13688,13688,0,7.56867
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,JERSEY,0,0,0,3526,3526,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,NEWQUAY,269,269,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,LEEDS BRADFORD,SOUTHAMPTON,3158,3158,0,4211,4211,0,-25.00594
23/12/2016 09:40,201610,201510,Other Reporting Airports,LERWICK (TINGWALL),FAIR ISLE,349,349,0,264,264,0,32.19697
23/12/2016 09:40,201610,201510,Other Reporting Airports,LERWICK (TINGWALL),FOULA,118,118,0,101,101,0,16.83168
23/12/2016 09:40,201610,201510,Other Reporting Airports,LERWICK (TINGWALL),OUT SKERRIES,0,0,0,19,19,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LERWICK (TINGWALL),PAPA STOUR,6,6,0,4,4,0,50
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),BELFAST CITY (GEORGE BEST),6013,6013,0,8231,8231,0,-26.94691
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),BELFAST INTERNATIONAL,40638,40638,0,38616,38616,0,5.23617
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),BIGGIN HILL,37,0,37,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),BOURNEMOUTH,0,0,0,71,0,71,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),CARDIFF WALES,45,0,45,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),CITY OF DERRY (EGLINTON),7342,7342,0,6422,6422,0,14.32576
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),EDINBURGH,1506,1506,0,311,311,0,384.24437
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),GATWICK,46,0,46,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),ISLE OF MAN,16931,16931,0,17228,17228,0,-1.72394
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),JERSEY,10589,10589,0,11827,11827,0,-10.46757
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),LUTON,0,0,0,38,0,38,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),NEWCASTLE,0,0,0,39,0,39,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),NORWICH,0,0,0,71,0,71,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),SOUTHAMPTON,0,0,0,87,0,87,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,LIVERPOOL (JOHN LENNON),STANSTED,75,0,75,43,0,43,74.4186
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,ABERDEEN,4634,4634,0,7580,7580,0,-38.86544
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,BELFAST CITY (GEORGE BEST),9962,9962,0,10572,10572,0,-5.76996
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,CARDIFF WALES,3941,3941,0,0,0,0,0
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,EDINBURGH,43086,43086,0,52447,52447,0,-17.84849
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,EXETER,2869,2869,0,4319,4319,0,-33.57259
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,GLASGOW,22020,22020,0,21771,21771,0,1.14372
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,GUERNSEY,2231,2231,0,1970,1970,0,13.24873
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,ISLE OF MAN,6008,6008,0,5058,5058,0,18.78213
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,JERSEY,2751,2751,0,3974,3974,0,-30.77504
23/12/2016 09:40,201610,201510,London Area Airports,LONDON CITY,SOUTHEND,0,0,0,50,50,0,-100
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,ABERDEEN,7885,7885,0,6928,6894,34,13.81351
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,BELFAST INTERNATIONAL,26026,26026,0,27584,27584,0,-5.6482
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,CARDIFF WALES,0,0,0,68,0,68,-100
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,CITY OF DERRY (EGLINTON),0,0,0,31,0,31,-100
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,DONCASTER SHEFFIELD,0,0,0,56,0,56,-100
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,EDINBURGH,25043,25043,0,24906,24906,0,0.55007
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,GLASGOW,18708,18708,0,19851,19851,0,-5.7579
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,INVERNESS,14275,14275,0,8707,8707,0,63.94855
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,JERSEY,4320,4320,0,0,0,0,0
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,LIVERPOOL (JOHN LENNON),0,0,0,38,0,38,-100
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,MANCHESTER,32,0,32,29,0,29,10.34483
23/12/2016 09:40,201610,201510,London Area Airports,LUTON,NEWCASTLE,40,0,40,69,0,69,-42.02899
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,ABERDEEN,17551,17551,0,17670,17475,195,-0.67346
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,BELFAST CITY (GEORGE BEST),24742,24742,0,23029,23029,0,7.43845
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,BELFAST INTERNATIONAL,21503,21503,0,20376,20376,0,5.53102
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,BIGGIN HILL,0,0,0,80,0,80,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,BOURNEMOUTH,0,0,0,4137,4074,63,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,EDINBURGH,8407,8407,0,9196,9196,0,-8.57982
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,EXETER,10098,10098,0,10808,10808,0,-6.56921
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,GATWICK,35,0,35,75,0,75,-53.33333
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,GLASGOW,3336,3336,0,3946,3946,0,-15.45869
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,GUERNSEY,5789,5789,0,5634,5634,0,2.75115
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,HEATHROW,57963,57963,0,60233,60165,68,-3.7687
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,INVERNESS,6381,6381,0,6221,6221,0,2.57193
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,ISLE OF MAN,14204,14204,0,12726,12726,0,11.61402
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,JERSEY,5144,5144,0,3431,3431,0,49.92713
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,NEWCASTLE,0,0,0,146,0,146,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,NEWQUAY,5633,5633,0,4818,4818,0,16.91573
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,NORWICH,2136,2136,0,2531,2492,39,-15.60648
23/12/2016 09:40,201610,201510,Other Reporting Airports,MANCHESTER,SOUTHAMPTON,17219,17137,82,12486,12486,0,37.90646
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,ABERDEEN,1461,1461,0,2319,2319,0,-36.99871
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,BELFAST CITY (GEORGE BEST),0,0,0,2190,2190,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,BELFAST INTERNATIONAL,20552,20552,0,19092,19092,0,7.64718
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,BIRMINGHAM,39,0,39,819,753,66,-95.2381
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,BRISTOL,14020,14020,0,15268,15268,0,-8.17396
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,CARDIFF WALES,1090,1090,0,1171,1119,52,-6.91716
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,EXETER,3988,3988,0,3093,3049,44,28.93631
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,HEATHROW,44164,44164,0,46461,46461,0,-4.94393
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,ISLE OF MAN,375,375,0,362,362,0,3.59116
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,JERSEY,2546,2546,0,2023,2023,0,25.85269
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,LIVERPOOL (JOHN LENNON),0,0,0,40,0,40,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,LUTON,80,0,80,69,0,69,15.94203
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,MANCHESTER,64,0,64,145,0,145,-55.86207
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,NORWICH,0,0,0,96,0,96,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,SOUTHAMPTON,9752,9662,90,9706,9706,0,0.47393
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWCASTLE,STANSTED,38,0,38,3474,3437,37,-98.90616
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,BIRMINGHAM,3155,3155,0,2304,2304,0,36.93576
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,DONCASTER SHEFFIELD,117,117,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,EXETER,-25,-25,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,GATWICK,13396,13396,0,10141,10141,0,32.09743
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,ISLES OF SCILLY (ST.MARYS),1400,1400,0,1502,1502,0,-6.79095
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,LEEDS BRADFORD,272,272,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,MANCHESTER,5709,5709,0,4836,4836,0,18.05211
23/12/2016 09:40,201610,201510,Other Reporting Airports,NEWQUAY,STANSTED,2618,2618,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,NORWICH,ABERDEEN,3510,3510,0,3951,3951,0,-11.16173
23/12/2016 09:40,201610,201510,Other Reporting Airports,NORWICH,DURHAM TEES VALLEY,0,0,0,15,15,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,NORWICH,EAST MIDLANDS INTERNATIONAL,0,0,0,3,3,0,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,NORWICH,EDINBURGH,2140,2140,0,2605,2605,0,-17.85029
23/12/2016 09:40,201610,201510,Other Reporting Airports,NORWICH,EXETER,2591,2591,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,NORWICH,MANCHESTER,2147,2147,0,2477,2477,0,-13.32257
23/12/2016 09:40,201610,201510,Other Reporting Airports,PRESTWICK,MANCHESTER,33,0,33,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,SCATSTA,ABERDEEN,0,0,0,8973,0,8973,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,ABERDEEN,1902,1902,0,1566,1566,0,21.45594
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,ALDERNEY,1912,1912,0,1821,1821,0,4.99725
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,BELFAST CITY (GEORGE BEST),9997,9997,0,9813,9813,0,1.87506
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,EDINBURGH,17455,17455,0,17769,17769,0,-1.76712
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,GLASGOW,16548,16548,0,13920,13920,0,18.87931
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,GUERNSEY,11355,11355,0,12650,12650,0,-10.23715
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,JERSEY,13716,13716,0,14008,14008,0,-2.08452
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,LEEDS BRADFORD,1397,1383,14,5626,5626,0,-75.16886
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,LIVERPOOL (JOHN LENNON),0,0,0,85,0,85,-100
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,LONDON CITY,33,33,0,0,0,0,0
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,MANCHESTER,17508,17373,135,12652,12652,0,38.38128
23/12/2016 09:40,201610,201510,Other Reporting Airports,SOUTHAMPTON,NEWCASTLE,9757,9715,42,9783,9783,0,-0.26577
23/12/2016 09:40,201610,201510,London Area Airports,SOUTHEND,ABERDEEN,90,90,0,55,55,0,63.63636
23/12/2016 09:40,201610,201510,London Area Airports,SOUTHEND,BELFAST CITY (GEORGE BEST),87,87,0,0,0,0,0
